speaker, data, score
MR. POWELL,20160615,-0.5
MS. GEORGE,20160615,0.5
MR. KAPLAN,20160615,-0.5
MS. MESTER,20160615,0.5
MR. EVANS,20160615,-0.5
MR. LACKER,20160615,0.5
MR. LAUBACH,20160615,0
MR. MADIGAN,20160615,0
CHAIR YELLEN,20160727,0
MR. FISCHER,20160727,-0.5
MR. POTTER,20160727,0
MR. DOYLE,20160727,0
MR. ALTIG,20160727,0
MS. KLEE,20160727,0
MS. REMACHE,20160727,0
VICE CHAIRMAN DUDLEY,20160727,-0.5
MR. TARULLO,20160727,-0.5
MR. ROSENGREN,20160727,0.5
MR. LACKER,20160727,0.5
MS. MCLAUGHLIN,20160727,0
TSLF. MR. LACKER,20160727,0
MR. LAUBACH,20160727,0
ECB. MR. DOYLE,20160727,0
MR. KAPLAN,20160727,0.5
MR. BULLARD,20160727,-0.5
MR. WILLIAMS,20160727,0.5
MS. MESTER,20160727,0.5
MR. EVANS,20160727,-0.5
MR. LOCKHART,20160727,-0.5
MR. KASHKARI,20160727,-0.5
MR. POWELL,20160727,-0.5
MS. BRAINARD,20160727,-0.5
MS. LOGAN,20160727,-0.5
MR. KAMIN,20160727,0
MR. WILCOX,20160727,0
MR. KILEY,20160727,0
MR. FOLLETTE,20160727,0
MS. GEORGE,20160727,0.5
MR. HARKER,20160727,0.5
U.S. GDP,20160727,-0.5
PRESIDENT ROSENGREN,20160727,0
MR. MADIGAN,20160727,0
CHAIR YELLEN,20160921,0
MR. FISCHER,20160921,0.5
VICE CHAIRMAN DUDLEY,20160921,-0.5
MR. POTTER,20160921,0
MR. BULLARD,20160921,-0.5
MS. ALLISON,20160921,0
MR. LACKER,20160921,0.5
MS. LOGAN,20160921,0
LAUGHLIN,20160921,0
MS. GEORGE,20160921,0.5
MR. DUDLEY,20160921,0
MR. WILCOX,20160921,0
MR. WOOD,20160921,0
MS. KLEE,20160921,-0.5
MS. BRAINARD,20160921,-0.5
MR. WILLIAMS,20160921,0.5
II. MR. POTTER,20160921,0
MR. KILEY,20160921,0
MR. EVANS,20160921,-0.5
MR. LOCKHART,20160921,-0.5
MR. KAMIN,20160921,0
)? MR. KAMIN,20160921,0
). MR. BULLARD,20160921,0
MR. LAUBACH,20160921,-0.5
MR. ROSENGREN,20160921,0.5
MR. TARULLO,20160921,-0.5
MS. MESTER,20160921,0.5
MR. HARKER,20160921,0.5
MR. KAPLAN,20160921,0.5
MR. KASHKARI,20160921,-0.5
MR. POWELL,20160921,-0.5
MR. MADIGAN,20160921,0
CHAIR YELLEN,20161102,0
MR. FISCHER,20161102,-0.5
MR. DAVIG,20161102,0
MS. IHRIG,20161102,0
MR. MARTIN,20161102,0
(FIRF),20161102,0
MS. LEONARD,20161102,0
MR. LAUBACH,20161102,0
VICE CHAIRMAN DUDLEY,20161102,0.5
MR. POTTER,20161102,0
MR. LACKER,20161102,0.5
MR. LOCKHART,20161102,0.5
MR. WILLIAMS,20161102,0.5
MR. ROSENGREN,20161102,0.5
MR. POWELL,20161102,-0.5
MR. EVANS,20161102,-0.5
MR. BULLARD,20161102,-0.5
MR. HARKER,20161102,0.5
MR. KAPLAN,20161102,0.5
MR. TARULLO,20161102,-0.5
MS. GEORGE,20161102,0.5
MS. MESTER,20161102,0.5
MR. KASHKARI,20161102,-0.5
MS. BRAINARD,20161102,-0.5
MS. LOGAN,20161102,0
ON RRP,20161102,0
RRP? MS. LOGAN,20161102,0
MR. CLOUSE,20161102,0
MR. MADIGAN,20161102,0
MR. ENGEN,20161102,0
MR. KAMIN,20161102,0
MR. PALUMBO,20161102,0
MS. LIANG,20161102,0
CHAIR YELLEN,20161214,0
MR. FISCHER,20161214,0.5
MR. LOCKHART,20161214,0.5
MR. MADIGAN,20161214,0
VICE CHAIRMAN DUDLEY,20161214,0.5
MR. POTTER,20161214,0
MR. LACKER,20161214,0.5
MR. LAUBACH,20161214,0
MS. LOGAN,20161214,0
MR. KAPLAN,20161214,0.5
MR. KAMIN,20161214,0
MS. AARONSON,20161214,0
MR. DOYLE,20161214,0
MR. KIM,20161214,0
MR. REIFSCHNEIDER,20161214,0
MR. EVANS,20161214,-0.5
MR. WILLIAMS,20161214,0.5
MR. WILCOX,20161214,0
MR. DUDLEY,20161214,0
MR. ROSENGREN,20161214,0.5
MR. KASHKARI,20161214,0
MR. BULLARD,20161214,0.5
MR. TARULLO,20161214,0.5
MS. BRAINARD,20161214,-0.5
MS. GEORGE,20161214,0.5
MR. POWELL,20161214,0.5
MR. HARKER,20161214,-0.5
MS. MESTER,20161214,0.5
SEP. CHAIR YELLEN,20161214,0
VICE CHAIR DUDLEY,20161214,0
B. MR. LACKER,20161214,0
B. CHAIR YELLEN,20161214,0
